Order_No,Time from Pickup to Arrival
Order_No_15357,631.6
Order_No_8096,1913.7
Order_No_3358,1330.3
Order_No_24929,1852.1
Order_No_3328,1430.2
Order_No_8953,2974.6
Order_No_21906,1280.0
Order_No_12892,528.7
Order_No_27330,1963.7
Order_No_13690,1486.4
Order_No_7152,678.3
Order_No_10494,1449.6
Order_No_18970,867.5
Order_No_7099,1098.5
Order_No_16952,1560.7
Order_No_11812,1178.7
Order_No_8455,822.4
Order_No_15409,2918.3
Order_No_15834,1473.7
Order_No_19785,1567.0
Order_No_16639,1356.5
Order_No_17577,1419.6
Order_No_3532,765.0
Order_No_10653,1380.3
Order_No_20217,2407.9
Order_No_17673,2191.5
Order_No_12274,1882.2
Order_No_19901,2170.0
Order_No_9030,1785.4
Order_No_25892,2157.9
Order_No_19383,2104.5
Order_No_3682,2552.6
Order_No_18661,1396.5
Order_No_21675,842.2
Order_No_6163,2024.2
Order_No_23160,1668.9
Order_No_20045,2342.8
Order_No_676,945.4
Order_No_21541,2007.4
Order_No_25783,2936.7
Order_No_19780,2590.3
Order_No_23340,2298.9
Order_No_19305,1206.4
Order_No_7311,1218.9
Order_No_801,983.3
Order_No_12769,1245.1
Order_No_9896,1605.7
Order_No_23391,1971.6
Order_No_25574,1861.5
Order_No_19657,957.3
Order_No_11883,1474.8
Order_No_27534,1368.4
Order_No_20797,1612.0
Order_No_1606,2347.3
Order_No_23082,1769.9
Order_No_6198,1463.7
Order_No_13152,732.1
Order_No_13090,1373.0
Order_No_287,1552.0
Order_No_3821,1609.0
Order_No_11601,2155.8
Order_No_4654,1368.7
Order_No_15157,1440.4
Order_No_1399,3012.1
Order_No_20313,1617.1
Order_No_26573,1415.2
Order_No_26734,1397.5
Order_No_23536,1770.5
Order_No_18602,1932.3
Order_No_540,1622.2
Order_No_18916,1831.9
Order_No_18810,1283.6
Order_No_9462,1411.0
Order_No_23237,1429.7
Order_No_9095,1398.8
Order_No_867,1558.9
Order_No_13162,1386.1
Order_No_12632,2376.1
Order_No_20015,1331.2
Order_No_15775,1679.6
Order_No_5074,2374.1
Order_No_1536,1077.9
Order_No_19943,2321.4
Order_No_6287,1496.7
Order_No_17352,763.9
Order_No_5750,1766.0
Order_No_24437,1104.5
Order_No_24827,1450.5
Order_No_18938,978.8
Order_No_24280,1530.8
Order_No_7115,954.9
Order_No_4908,1125.3
Order_No_27777,1336.8
Order_No_19158,1560.5
Order_No_7585,2425.7
Order_No_19450,1731.4
Order_No_9747,1381.7
Order_No_5799,1535.0
Order_No_28260,1125.1
Order_No_12246,1022.2
Order_No_25826,905.3
Order_No_4691,1612.7
Order_No_13884,1672.6
Order_No_10325,1200.1
Order_No_8100,1977.6
Order_No_17465,947.0
Order_No_2367,1638.4
Order_No_21080,1326.9
Order_No_6990,1577.2
Order_No_2240,1617.5
Order_No_5905,1549.9
Order_No_18566,1145.8
Order_No_14488,1479.0
Order_No_14987,1168.5
Order_No_21799,1311.2
Order_No_27786,1314.9
Order_No_806,1583.2
Order_No_308,1045.5
Order_No_6112,2376.5
Order_No_9994,1343.8
Order_No_15076,648.2
Order_No_4192,1207.6
Order_No_8405,774.2
Order_No_1820,2379.3
Order_No_1078,1381.8
Order_No_7786,838.3
Order_No_23124,1216.2
Order_No_10293,3197.9
Order_No_3277,629.2
Order_No_22505,998.7
Order_No_13889,1315.1
Order_No_9880,1181.6
Order_No_14734,1114.1
Order_No_9620,1399.2
Order_No_24340,1324.2
Order_No_13879,1956.9
Order_No_13809,1445.2
Order_No_28064,1477.9
Order_No_19686,2791.0
Order_No_16049,538.6
Order_No_15069,1200.9
Order_No_28224,1195.3
Order_No_18668,1175.6
Order_No_27246,1580.3
Order_No_16100,2046.8
Order_No_9345,957.0
Order_No_1612,1750.3
Order_No_13180,1607.1
Order_No_6184,1126.6
Order_No_24302,1165.9
Order_No_22523,2283.2
Order_No_25840,1168.8
Order_No_6408,1046.6
Order_No_8191,1619.3
Order_No_26783,1225.1
Order_No_5718,929.0
Order_No_23973,1056.9
Order_No_469,706.1
Order_No_9793,1479.2
Order_No_4600,1257.5
Order_No_21556,1974.9
Order_No_14209,712.8
Order_No_7589,889.2
Order_No_16570,494.1
Order_No_1938,1706.2
Order_No_24724,1636.4
Order_No_8499,2063.6
Order_No_22857,1343.5
Order_No_24545,1244.1
Order_No_20627,1332.0
Order_No_5374,2203.3
Order_No_16583,2007.3
Order_No_3013,801.9
Order_No_15897,1114.4
Order_No_6242,1297.7
Order_No_10795,1370.0
Order_No_11326,1326.7
Order_No_8849,2090.3
Order_No_4578,539.8
Order_No_1794,1909.9
Order_No_16566,1452.6
Order_No_13328,882.3
Order_No_9835,1554.2
Order_No_9020,2404.0
Order_No_1081,2059.3
Order_No_18330,2012.5
Order_No_15697,1371.1
Order_No_20310,775.0
Order_No_21133,671.5
Order_No_11500,1977.9
Order_No_27395,561.5
Order_No_1326,2257.3
Order_No_26979,677.1
Order_No_20718,1935.1
Order_No_26454,2027.7
Order_No_19909,1800.1
Order_No_155,1506.7
Order_No_18346,581.1
Order_No_12219,1813.1
Order_No_8151,1775.8
Order_No_17193,2264.3
Order_No_26380,1398.6
Order_No_21450,2628.0
Order_No_17200,2118.0
Order_No_8699,1348.7
Order_No_4109,1694.2
Order_No_25382,2207.1
Order_No_9085,1593.7
Order_No_18383,541.2
Order_No_2790,1566.4
Order_No_11017,2150.5
Order_No_953,1620.4
Order_No_11118,705.7
Order_No_6762,1827.0
Order_No_18268,1678.6
Order_No_2791,1567.1
Order_No_18516,1904.6
Order_No_24626,2266.4
Order_No_4471,1687.8
Order_No_12944,522.1
Order_No_3748,1843.8
Order_No_852,1907.2
Order_No_23553,459.3
Order_No_4146,787.1
Order_No_2619,2046.8
Order_No_19825,1040.4
Order_No_6844,843.5
Order_No_10710,1514.3
Order_No_3128,1478.3
Order_No_18973,1472.5
Order_No_14248,2295.7
Order_No_967,1921.1
Order_No_15077,2149.9
Order_No_19219,1495.8
Order_No_6623,1297.2
Order_No_23416,1751.2
Order_No_17906,1448.2
Order_No_26072,1957.1
Order_No_4998,2088.2
Order_No_28176,1937.2
Order_No_10080,1264.9
Order_No_20148,1370.6
Order_No_380,1045.0
Order_No_24187,2041.0
Order_No_5306,1043.6
Order_No_13671,1386.3
Order_No_13725,1530.0
Order_No_27999,2167.4
Order_No_15369,1036.7
Order_No_6812,1235.2
Order_No_20987,1667.1
Order_No_12850,1730.5
Order_No_5787,1814.3
Order_No_26270,2013.9
Order_No_18252,1625.3
Order_No_5611,1706.3
Order_No_24193,1871.9
Order_No_18145,1915.4
Order_No_27515,2269.5
Order_No_26029,1254.7
Order_No_12790,1007.6
Order_No_7910,1709.6
Order_No_12941,1666.3
Order_No_15585,1932.7
Order_No_14249,1081.9
Order_No_24831,1701.6
Order_No_22868,1577.3
Order_No_9256,1700.8
Order_No_19340,1146.2
Order_No_18163,1400.4
Order_No_14110,906.1
Order_No_21706,755.7
Order_No_6434,1986.0
Order_No_5501,1544.9
Order_No_15312,2974.7
Order_No_12726,942.3
Order_No_11610,1836.9
Order_No_21721,2328.7
Order_No_21391,1622.6
Order_No_4532,2052.1
Order_No_1742,652.8
Order_No_10709,978.6
Order_No_3911,2147.4
Order_No_18208,2198.0
Order_No_537,1616.4
Order_No_7495,2133.2
Order_No_6828,2120.5
Order_No_7867,895.9
Order_No_22061,1305.0
Order_No_6747,2275.8
Order_No_23515,926.5
Order_No_13195,1649.5
Order_No_25678,2436.5
Order_No_24342,1219.4
Order_No_9981,1652.7
Order_No_17599,1622.5
Order_No_20360,1594.7
Order_No_22713,1209.1
Order_No_8539,2317.6
Order_No_23984,1794.4
Order_No_12606,1509.1
Order_No_10617,2344.0
Order_No_15049,1457.4
Order_No_19110,1878.9
Order_No_15051,1395.4
Order_No_27019,2404.7
Order_No_20540,1539.5
Order_No_24696,2193.8
Order_No_25918,1337.2
Order_No_17474,1194.7
Order_No_4762,1888.7
Order_No_13785,585.4
Order_No_8759,492.6
Order_No_13178,2208.2
Order_No_9510,693.0
Order_No_5702,790.1
Order_No_28084,1171.8
Order_No_18100,1851.3
Order_No_17750,1797.3
Order_No_19847,889.6
Order_No_20719,1436.1
Order_No_13387,1736.6
Order_No_12431,2426.1
Order_No_20232,2481.4
Order_No_21718,1885.5
Order_No_2927,1691.1
Order_No_16785,2398.5
Order_No_25516,2308.6
Order_No_18102,1980.5
Order_No_20580,1337.0
Order_No_26357,2195.6
Order_No_27466,1704.3
Order_No_3621,1764.2
Order_No_25201,2682.3
Order_No_8566,1570.8
Order_No_19596,1925.1
Order_No_7946,2481.5
Order_No_18672,1990.6
Order_No_21659,2011.2
Order_No_14764,1795.1
Order_No_15630,1006.2
Order_No_2017,1374.6
Order_No_22413,1868.1
Order_No_27091,968.4
Order_No_4824,1840.8
Order_No_21971,1821.6
Order_No_28222,1701.9
Order_No_5415,2760.6
Order_No_4508,1447.7
Order_No_10938,2434.4
Order_No_8304,2445.6
Order_No_18174,1327.0
Order_No_9627,836.8
Order_No_25369,708.3
Order_No_19782,1791.5
Order_No_25480,973.9
Order_No_15873,1781.1
Order_No_26158,1393.4
Order_No_17502,1653.5
Order_No_6211,1598.5
Order_No_5614,1545.3
Order_No_14603,1146.4
Order_No_21112,1728.7
Order_No_6911,2088.0
Order_No_14304,2753.8
Order_No_8397,1797.0
Order_No_5914,1519.8
Order_No_7924,1528.0
Order_No_2264,1246.9
Order_No_27271,1623.4
Order_No_9137,1428.6
Order_No_10407,1901.0
Order_No_940,1992.0
Order_No_25677,1700.2
Order_No_18785,1438.5
Order_No_1765,1367.2
Order_No_533,1947.6
Order_No_19486,729.9
Order_No_11094,1843.8
Order_No_9688,1982.1
Order_No_27113,1427.3
Order_No_13906,1086.5
Order_No_1188,1491.7
Order_No_11672,1716.6
Order_No_3015,1348.2
Order_No_11443,1439.5
Order_No_14772,1791.9
Order_No_7712,2753.5
Order_No_18641,2519.7
Order_No_27724,1777.9
Order_No_20586,2634.2
Order_No_23043,2190.0
Order_No_11483,2500.2
Order_No_3214,1740.9
Order_No_7036,618.6
Order_No_7568,691.3
Order_No_10111,828.9
Order_No_6937,1206.1
Order_No_10442,2194.9
Order_No_11395,1905.2
Order_No_23561,1654.3
Order_No_26824,1261.1
Order_No_15692,1177.3
Order_No_8111,1819.6
Order_No_9769,1385.6
Order_No_4548,1070.9
Order_No_3197,2257.5
Order_No_4032,1512.1
Order_No_23426,1901.7
Order_No_2967,2154.8
Order_No_7380,1724.0
Order_No_22485,1971.0
Order_No_19641,1673.5
Order_No_2285,1223.6
Order_No_1885,1638.8
Order_No_25058,1153.0
Order_No_19528,1778.8
Order_No_9038,1019.4
Order_No_15593,2073.9
Order_No_14606,1558.1
Order_No_10846,2303.3
Order_No_20229,1633.7
Order_No_22404,1841.3
Order_No_27488,925.2
Order_No_20948,1275.1
Order_No_12672,1421.1
Order_No_1585,1106.3
Order_No_24286,1413.2
Order_No_8678,2196.8
Order_No_4565,1175.9
Order_No_19757,918.6
Order_No_19295,1171.1
Order_No_26830,3260.2
Order_No_17716,2367.9
Order_No_15823,1617.5
Order_No_6947,888.2
Order_No_5854,921.2
Order_No_23156,2520.4
Order_No_21212,746.8
Order_No_19352,2784.9
Order_No_90,2615.0
Order_No_19728,3528.1
Order_No_13038,2340.7
Order_No_25676,943.1
Order_No_21478,1009.5
Order_No_26382,1710.1
Order_No_11640,1385.1
Order_No_18160,2032.5
Order_No_2241,798.2
Order_No_11639,1523.8
Order_No_27071,1794.1
Order_No_28223,1551.9
Order_No_24720,1649.4
Order_No_27451,1696.0
Order_No_1531,1791.5
Order_No_5084,1025.3
Order_No_27465,1226.2
Order_No_10453,696.8
Order_No_13847,1070.4
Order_No_21336,1257.3
Order_No_27141,663.9
Order_No_21606,1819.1
Order_No_8112,637.0
Order_No_24600,1573.1
Order_No_14449,2114.1
Order_No_8001,1747.1
Order_No_15750,2387.2
Order_No_8633,793.2
Order_No_3400,2171.6
Order_No_278,635.8
Order_No_11675,1122.1
Order_No_5349,688.7
Order_No_788,1413.2
Order_No_24517,2285.8
Order_No_14688,1645.1
Order_No_22324,1075.6
Order_No_12488,1630.4
Order_No_620,1793.1
Order_No_7826,2041.8
Order_No_15798,559.6
Order_No_1201,2134.7
Order_No_19103,1605.7
Order_No_1227,554.3
Order_No_2570,878.0
Order_No_21036,1342.5
Order_No_17016,1355.6
Order_No_15899,995.6
Order_No_7143,1858.4
Order_No_10683,888.5
Order_No_13151,1413.0
Order_No_14074,1686.2
Order_No_10337,1159.5
Order_No_4523,1230.1
Order_No_1370,1348.5
Order_No_8197,1487.1
Order_No_4661,1944.3
Order_No_18039,2152.2
Order_No_8528,1333.3
Order_No_18227,1681.6
Order_No_22488,2547.7
Order_No_27755,1242.0
Order_No_6256,2550.4
Order_No_24887,1568.6
Order_No_2961,758.6
Order_No_12943,1919.5
Order_No_26400,1411.6
Order_No_9991,2198.9
Order_No_9402,751.2
Order_No_16274,1337.9
Order_No_3109,2614.0
Order_No_9544,2894.4
Order_No_20534,1386.3
Order_No_25975,1204.4
Order_No_1097,784.9
Order_No_25822,2714.2
Order_No_22792,2183.7
Order_No_25969,1429.0
Order_No_609,2375.8
Order_No_18396,2485.6
Order_No_11820,1333.3
Order_No_8716,2322.1
Order_No_9539,693.5
Order_No_4495,2459.6
Order_No_9187,1941.5
Order_No_26725,1419.6
Order_No_16095,2323.1
Order_No_26963,1209.9
Order_No_17071,1509.2
Order_No_8092,1740.5
Order_No_11795,1696.0
Order_No_24998,1194.0
Order_No_22671,712.8
Order_No_22494,2535.7
Order_No_23625,2173.0
Order_No_15545,1925.0
Order_No_1929,2379.3
Order_No_17832,2358.6
Order_No_3190,1223.3
Order_No_6641,1129.4
Order_No_1295,1177.6
Order_No_23704,2250.7
Order_No_1395,1610.0
Order_No_6651,1308.4
Order_No_7286,1155.3
Order_No_21283,1064.7
Order_No_1449,1965.4
Order_No_2777,2292.9
Order_No_22795,1557.9
Order_No_14979,1016.2
Order_No_8280,1943.4
Order_No_23443,1545.3
Order_No_10701,884.9
Order_No_17545,1222.1
Order_No_17402,1311.5
Order_No_10033,2429.3
Order_No_8949,1464.7
Order_No_18142,1491.7
Order_No_16623,1896.0
Order_No_25866,1670.2
Order_No_4536,1470.8
Order_No_26543,859.4
Order_No_773,1531.8
Order_No_11447,1897.4
Order_No_22679,1370.0
Order_No_10654,1445.6
Order_No_27052,854.5
Order_No_17795,1224.5
Order_No_3261,1919.9
Order_No_28169,2000.9
Order_No_21029,2049.9
Order_No_18391,527.3
Order_No_7785,2427.6
Order_No_22215,840.1
Order_No_21188,1565.7
Order_No_16123,1317.2
Order_No_1535,1518.3
Order_No_5596,1840.4
Order_No_11638,1544.3
Order_No_2793,1526.1
Order_No_20976,821.8
Order_No_14828,1177.8
Order_No_13244,1383.2
Order_No_695,1376.9
Order_No_25662,2444.6
Order_No_27592,2527.1
Order_No_15469,1712.5
Order_No_23384,1691.5
Order_No_4219,1096.7
Order_No_7266,1481.6
Order_No_13813,843.2
Order_No_25049,719.1
Order_No_8098,2134.9
Order_No_10130,2040.0
Order_No_21586,2748.1
Order_No_26084,1429.3
Order_No_2487,2268.7
Order_No_3174,2527.6
Order_No_5241,2063.8
Order_No_20379,2627.8
Order_No_4148,2549.2
Order_No_17901,899.0
Order_No_22574,2271.3
Order_No_20110,1883.1
Order_No_2300,1798.2
Order_No_9491,2662.5
Order_No_21446,2561.2
Order_No_26867,1726.1
Order_No_15569,1371.9
Order_No_1123,1366.6
Order_No_20077,1253.2
Order_No_16953,1253.4
Order_No_7010,1871.5
Order_No_7702,2803.5
Order_No_7354,1068.7
Order_No_4184,785.7
Order_No_453,1964.1
Order_No_2121,1572.5
Order_No_561,1482.3
Order_No_4080,1225.3
Order_No_23670,719.0
Order_No_22573,1754.4
Order_No_26485,1849.9
Order_No_23793,821.2
Order_No_838,1313.0
Order_No_9036,2205.4
Order_No_2552,1435.8
Order_No_27545,1295.8
Order_No_19043,603.9
Order_No_4258,1691.5
Order_No_14978,565.6
Order_No_472,1508.5
Order_No_7008,2565.7
Order_No_27714,2470.5
Order_No_17691,1465.1
Order_No_9594,992.6
Order_No_17278,892.4
Order_No_27832,1479.2
Order_No_11568,1086.9
Order_No_14445,1227.7
Order_No_6426,537.8
Order_No_2551,1457.9
Order_No_6576,1695.5
Order_No_24462,2787.8
Order_No_24824,2770.4
Order_No_17569,3319.0
Order_No_23150,2051.6
Order_No_13216,1620.4
Order_No_17670,1456.0
Order_No_10346,2461.8
Order_No_19405,1406.0
Order_No_4124,828.1
Order_No_5015,1448.2
Order_No_14944,1843.0
Order_No_27634,1888.0
Order_No_4900,1355.1
Order_No_105,1388.8
Order_No_26717,1534.2
Order_No_27202,2042.9
Order_No_28005,1531.0
Order_No_6670,2676.3
Order_No_4093,807.7
Order_No_24427,1594.9
Order_No_22619,1308.2
Order_No_27082,1717.0
Order_No_11927,2546.5
Order_No_591,1534.1
Order_No_19085,1541.6
Order_No_13511,640.3
Order_No_5355,1954.7
Order_No_3482,906.7
Order_No_25646,1643.3
Order_No_672,2350.9
Order_No_26175,2348.8
Order_No_21137,868.0
Order_No_8229,2558.2
Order_No_24178,2250.1
Order_No_5364,617.5
Order_No_21825,1287.1
Order_No_3075,1711.7
Order_No_14689,1217.8
Order_No_27897,1597.2
Order_No_27429,1629.3
Order_No_23438,820.0
Order_No_11718,1669.8
Order_No_11297,2484.5
Order_No_25875,800.9
Order_No_9444,1759.3
Order_No_2483,1695.7
Order_No_17199,2744.1
Order_No_19719,701.7
Order_No_23373,736.3
Order_No_980,2065.6
Order_No_6916,641.5
Order_No_5011,1568.9
Order_No_2431,2102.3
Order_No_14143,1555.7
Order_No_17788,2276.0
Order_No_27178,1787.5
Order_No_22525,2852.6
Order_No_12263,2426.4
Order_No_7519,2431.3
Order_No_14722,1895.5
Order_No_85,1505.9
Order_No_27751,1293.5
Order_No_23231,1534.2
Order_No_19789,1440.2
Order_No_12276,1555.7
Order_No_8625,2155.4
Order_No_23749,2164.9
Order_No_8755,1794.4
Order_No_2500,1700.5
Order_No_17678,1417.3
Order_No_21226,1125.5
Order_No_16366,1303.8
Order_No_19640,794.5
Order_No_7181,1026.6
Order_No_25252,1123.7
Order_No_20484,2412.8
Order_No_25993,1827.8
Order_No_16007,2251.6
Order_No_4835,1719.2
Order_No_3416,1078.7
Order_No_23387,1526.7
Order_No_12704,2426.5
Order_No_11441,1416.2
Order_No_10988,1523.8
Order_No_22955,2187.8
Order_No_8407,765.6
Order_No_10849,2621.6
Order_No_11769,619.0
Order_No_25090,996.1
Order_No_153,983.4
Order_No_9329,1172.9
Order_No_26495,1632.1
Order_No_18539,2262.5
Order_No_22588,1517.4
Order_No_14186,1233.0
Order_No_20762,1976.3
Order_No_27646,1076.8
Order_No_13063,1798.5
Order_No_13519,603.5
Order_No_23289,747.3
Order_No_12913,1076.2
Order_No_26018,996.6
Order_No_25074,1504.0
Order_No_25669,2772.6
Order_No_9941,1501.3
Order_No_17602,1016.7
Order_No_26937,738.2
Order_No_23102,1021.2
Order_No_15254,1463.7
Order_No_13606,611.0
Order_No_26925,776.1
Order_No_26582,1697.5
Order_No_10103,1053.4
Order_No_10448,1535.9
Order_No_11571,2276.0
Order_No_20617,995.2
Order_No_17653,2960.4
Order_No_25444,606.5
Order_No_16080,730.8
Order_No_3167,1144.0
Order_No_26651,1045.7
Order_No_14468,2878.5
Order_No_27172,2828.0
Order_No_20276,935.7
Order_No_17446,1604.5
Order_No_16340,1749.8
Order_No_5643,2300.0
Order_No_16188,1440.1
Order_No_6304,1419.6
Order_No_16085,2041.1
Order_No_3583,758.7
Order_No_5537,1349.8
Order_No_22031,1859.3
Order_No_6001,1878.6
Order_No_8878,844.4
Order_No_18161,1225.1
Order_No_1270,1037.2
Order_No_17069,1234.4
Order_No_25359,1007.9
Order_No_24932,1428.3
Order_No_12820,1811.1
Order_No_11090,1218.4
Order_No_6049,1757.2
Order_No_18616,1620.4
Order_No_10387,998.3
Order_No_10022,1467.9
Order_No_18411,636.1
Order_No_24341,1266.7
Order_No_2569,2290.1
Order_No_17097,1123.3
Order_No_1621,1755.9
Order_No_24926,1129.7
Order_No_21071,1993.8
Order_No_17248,2606.4
Order_No_3773,1581.3
Order_No_5653,1892.7
Order_No_8824,1306.6
Order_No_27032,2155.3
Order_No_12156,1139.8
Order_No_13013,2252.2
Order_No_22736,2187.0
Order_No_20412,2722.5
Order_No_27344,1794.2
Order_No_14921,1734.3
Order_No_830,1495.4
Order_No_24456,1884.9
Order_No_17641,1773.2
Order_No_25322,1798.1
Order_No_17842,938.6
Order_No_3580,1393.7
Order_No_26441,1459.3
Order_No_5036,1460.9
Order_No_18077,1554.1
Order_No_677,975.1
Order_No_22822,1066.1
Order_No_12884,2187.7
Order_No_10292,2040.2
Order_No_26897,2802.7
Order_No_15675,2354.3
Order_No_14327,1966.3
Order_No_12703,1785.4
Order_No_8392,2583.4
Order_No_7535,2556.4
Order_No_16912,1349.3
Order_No_25714,2088.0
Order_No_16672,1312.9
Order_No_7676,1234.0
Order_No_22687,661.6
Order_No_5672,1499.2
Order_No_3876,2705.7
Order_No_7374,482.4
Order_No_25160,1635.5
Order_No_26419,699.6
Order_No_25171,1265.2
Order_No_12727,2062.9
Order_No_17195,1147.9
Order_No_19621,2427.4
Order_No_4333,475.9
Order_No_2196,1022.0
Order_No_5214,1036.2
Order_No_25862,1715.4
Order_No_138,828.0
Order_No_10300,1378.5
Order_No_4269,2026.1
Order_No_20768,1438.8
Order_No_2922,1469.6
Order_No_18188,1954.7
Order_No_22357,1654.0
Order_No_14776,1162.8
Order_No_9752,1218.5
Order_No_13355,2334.3
Order_No_20723,1384.0
Order_No_13650,1123.2
Order_No_27988,2151.5
Order_No_3189,2083.0
Order_No_25747,1485.9
Order_No_16868,1473.9
Order_No_15671,1814.9
Order_No_11113,700.2
Order_No_13981,919.2
Order_No_24103,1326.4
Order_No_5564,1552.3
Order_No_5108,1501.3
Order_No_5725,979.4
Order_No_4571,1923.9
Order_No_26718,793.8
Order_No_11677,1231.1
Order_No_18254,1035.5
Order_No_16032,964.7
Order_No_24546,966.5
Order_No_1239,2289.5
Order_No_3055,2218.1
Order_No_22081,1316.0
Order_No_16676,1341.9
Order_No_3706,963.4
Order_No_27622,1468.2
Order_No_26066,1376.1
Order_No_7232,1201.3
Order_No_590,1572.3
Order_No_5625,1184.0
Order_No_3538,1275.0
Order_No_18603,1246.9
Order_No_16630,1276.6
Order_No_21454,1566.4
Order_No_23080,1658.1
Order_No_16383,1189.9
Order_No_3988,1295.7
Order_No_23181,1025.0
Order_No_6169,1510.5
Order_No_12336,1642.8
Order_No_9862,1581.4
Order_No_21173,1607.0
Order_No_9114,2013.9
Order_No_12293,1728.6
Order_No_18118,1608.8
Order_No_6103,1325.7
Order_No_20222,1606.6
Order_No_6739,1381.9
Order_No_6849,1023.4
Order_No_8601,1974.5
Order_No_15461,2317.1
Order_No_17976,1798.1
Order_No_17863,2414.6
Order_No_4056,2359.4
Order_No_18280,1338.3
Order_No_9411,1367.7
Order_No_2159,1568.9
Order_No_19598,1799.8
Order_No_5734,1129.7
Order_No_24625,2507.4
Order_No_22067,1530.7
Order_No_13215,510.8
Order_No_13267,1047.1
Order_No_10980,581.6
Order_No_1409,1982.5
Order_No_13660,1195.0
Order_No_15620,2271.8
Order_No_14156,1939.3
Order_No_15387,1742.5
Order_No_2550,3089.8
Order_No_9943,1217.3
Order_No_7884,1169.9
Order_No_18650,578.3
Order_No_4653,1539.3
Order_No_20413,1469.0
Order_No_25456,2459.0
Order_No_15681,3357.3
Order_No_26048,1706.3
Order_No_11869,1575.9
Order_No_2137,1460.6
Order_No_5551,1469.4
Order_No_25995,2375.8
Order_No_21593,2911.7
Order_No_26944,1110.7
Order_No_28164,2161.0
Order_No_27406,1209.7
Order_No_8465,1960.6
Order_No_9396,2331.2
Order_No_28212,1825.3
Order_No_13677,1500.2
Order_No_3369,1851.7
Order_No_20520,1434.9
Order_No_7104,1272.5
Order_No_21462,1102.1
Order_No_3092,2871.2
Order_No_13539,2615.4
Order_No_3828,1239.4
Order_No_24315,1456.1
Order_No_21088,557.7
Order_No_18774,1950.1
Order_No_1440,2024.6
Order_No_22610,2293.0
Order_No_22269,455.3
Order_No_12565,1980.7
Order_No_4345,2118.7
Order_No_6549,2295.6
Order_No_7645,1658.4
Order_No_20228,1880.3
Order_No_24601,1535.9
Order_No_14659,843.5
Order_No_19197,1215.2
Order_No_8648,1390.0
Order_No_14636,1618.1
Order_No_24235,1386.4
Order_No_21089,1106.2
Order_No_24602,1654.4
Order_No_2836,1682.8
Order_No_3749,1406.7
Order_No_13233,2592.7
Order_No_23070,2326.9
Order_No_10135,1180.5
Order_No_8870,932.5
Order_No_24445,908.0
Order_No_13454,1567.1
Order_No_3035,1519.8
Order_No_6448,1513.9
Order_No_1311,37.7
Order_No_16354,129.4
Order_No_23493,845.5
Order_No_21452,110.0
Order_No_2467,148.3
Order_No_19460,431.8
Order_No_27657,506.0
Order_No_15863,177.2
Order_No_16686,114.7
Order_No_21218,697.4
Order_No_2076,1041.9
Order_No_5254,202.1
Order_No_17729,411.6
Order_No_27695,145.0
Order_No_3502,1325.7
Order_No_19529,86.5
Order_No_24395,343.7
Order_No_18614,37.8
Order_No_26869,107.5
Order_No_9900,140.9
Order_No_24225,394.4
Order_No_7762,285.2
Order_No_2931,88.0
Order_No_6666,360.5
Order_No_2640,1264.4
Order_No_21117,1368.5
Order_No_11755,1500.3
Order_No_19108,1765.3
Order_No_26297,787.3
Order_No_23873,1493.6
Order_No_6639,1136.7
Order_No_18697,2358.3
Order_No_12712,1912.4
Order_No_10675,987.2
Order_No_19469,1143.9
Order_No_21562,2165.0
Order_No_8935,1321.6
Order_No_7313,1489.7
Order_No_21637,1857.5
Order_No_2771,1013.6
Order_No_27028,1451.3
Order_No_21667,1802.8
Order_No_7455,1155.2
Order_No_4944,1259.4
Order_No_23247,1345.8
Order_No_22283,1473.2
Order_No_20861,1120.8
Order_No_2796,1992.7
Order_No_2454,2111.0
Order_No_14922,1295.2
Order_No_10327,1881.7
Order_No_27227,1409.9
Order_No_4261,2542.3
Order_No_26664,1650.7
Order_No_10003,3436.9
Order_No_23487,2280.4
Order_No_9684,2598.0
Order_No_23504,2176.4
Order_No_24718,2588.5
Order_No_13062,2686.7
Order_No_16473,1522.6
Order_No_24662,1503.3
Order_No_23161,2173.5
Order_No_1924,624.3
Order_No_9092,1073.2
Order_No_20975,1186.1
Order_No_24843,1651.6
Order_No_5803,1788.3
Order_No_27884,1480.1
Order_No_27327,684.3
Order_No_9261,1500.9
Order_No_690,717.2
Order_No_23177,1123.4
Order_No_20078,902.7
Order_No_8038,1243.6
Order_No_16675,2799.5
Order_No_18783,989.0
Order_No_9289,1456.2
Order_No_14904,1873.1
Order_No_12027,1334.6
Order_No_22247,1646.8
Order_No_22764,2754.0
Order_No_4788,1017.6
Order_No_302,890.1
Order_No_23035,2177.5
Order_No_13104,864.4
Order_No_17122,1101.3
Order_No_2754,1788.3
Order_No_23924,1126.7
Order_No_27658,1563.7
Order_No_9284,1113.8
Order_No_6360,1882.1
Order_No_2678,1549.6
Order_No_15085,2199.2
Order_No_10104,1814.1
Order_No_14196,1655.9
Order_No_660,971.6
Order_No_21490,2151.5
Order_No_24488,2628.1
Order_No_10591,2506.9
Order_No_12053,2282.3
Order_No_1112,2012.1
Order_No_25929,2916.4
Order_No_27607,1577.6
Order_No_27383,1601.5
Order_No_17665,2024.3
Order_No_16910,701.5
Order_No_17892,3131.4
Order_No_22812,1201.3
Order_No_22151,2738.4
Order_No_21595,702.8
Order_No_6876,1873.2
Order_No_11647,791.0
Order_No_11871,1651.5
Order_No_24588,1012.0
